DATE,GOLDAMGBD228NLBM,GOLDPMGBD228NLBM,GVZCLS,VXGDXCLS,BAMLH0A0HYM2,SP500
2013-04-16,1378.000,1380.000,30.02,42.14,4.78,1574.57
2013-04-17,1379.000,1392.000,26.93,51.29,4.80,1552.01
2013-04-18,1397.000,1393.750,24.57,50.02,4.80,1541.61
2013-04-19,1414.000,1405.500,24.37,46.17,4.78,1555.25
2013-04-22,1425.000,1424.500,23.28,43.66,4.75,1562.50
2013-04-23,1417.250,1408.000,23.68,42.56,4.71,1578.78
2013-04-24,1424.500,1428.500,21.49,40.34,4.66,1578.79
2013-04-25,1446.500,1451.000,22.35,40.40,4.61,1585.16
2013-04-26,1462.250,1471.500,24.21,41.62,4.60,1582.24
2013-04-29,1472.500,1467.500,23.16,41.16,4.53,1593.61
2013-04-30,1472.750,1469.000,22.09,39.90,4.55,1597.57
2013-05-01,1469.500,1454.750,22.93,40.27,4.50,1582.70
2013-05-02,1456.000,1469.250,22.06,51.46,4.45,1597.59
2013-05-03,1476.500,1469.250,20.37,38.62,4.33,1614.42
2013-05-06,.,.,20.37,38.73,4.30,1617.50
2013-05-07,1463.000,1444.250,22.07,40.97,4.24,1625.96
2013-05-08,1454.000,1468.000,20.64,37.60,4.24,1632.69
2013-05-09,1469.500,1465.500,21.62,39.24,4.23,1626.67
2013-05-10,1449.250,1426.500,23.95,41.20,4.23,1633.70
2013-05-13,1429.750,1430.750,25.04,43.07,4.35,1633.77
2013-05-14,1436.500,1433.750,25.06,43.03,4.35,1650.34
2013-05-15,1412.250,1410.000,28.01,45.58,4.36,1658.78
2013-05-16,1377.000,1381.000,27.18,43.94,4.42,1650.47
2013-05-17,1376.750,1368.750,28.34,43.55,4.37,1667.47
2013-05-20,1353.750,1354.750,26.66,42.55,4.34,1666.29
2013-05-21,1378.750,1360.750,27.18,42.39,4.35,1669.16
2013-05-22,1385.250,1408.500,27.61,42.78,4.27,1655.35
2013-05-23,1386.000,1380.500,26.08,42.21,4.42,1650.51
2013-05-24,1385.250,1390.250,24.90,45.87,4.45,1649.60
2013-05-27,.,.,.,.,4.44,.
2013-05-28,1379.000,1376.500,24.86,42.36,4.35,1660.06
2013-05-29,1384.500,1382.500,22.76,42.00,4.55,1648.36
2013-05-30,1406.250,1413.500,21.43,42.66,4.54,1654.41
2013-05-31,1410.250,1394.500,22.63,42.58,4.62,1630.74
2013-06-03,1396.750,1402.500,21.68,43.45,4.76,1640.42
2013-06-04,1405.250,1399.500,22.32,42.77,4.79,1631.38
2013-06-05,1396.500,1404.000,22.65,43.90,5.03,1608.90
2013-06-06,1399.500,1400.000,22.33,42.69,5.08,1622.56
2013-06-07,1410.000,1386.000,23.58,43.42,4.89,1643.38
2013-06-10,1376.750,1383.250,22.68,41.73,4.86,1642.81
2013-06-11,1369.500,1374.250,23.27,49.07,5.08,1626.13
2013-06-12,1377.250,1382.750,22.04,43.42,5.02,1612.52
2013-06-13,1386.250,1385.000,22.69,42.56,5.11,1636.36
2013-06-14,1379.750,1391.250,20.91,41.92,5.04,1626.73
2013-06-17,1386.000,1384.750,21.27,41.10,4.97,1639.04
2013-06-18,1378.500,1366.750,22.70,43.75,4.96,1651.81
2013-06-19,1366.000,1372.750,22.53,37.87,4.85,1628.93
2013-06-20,1303.250,1292.500,29.94,44.43,5.12,1588.19
2013-06-21,1290.250,1295.250,27.19,45.79,5.09,1592.43
2013-06-24,1283.250,1286.750,27.69,50.24,5.34,1573.09
2013-06-25,1285.000,1279.000,25.86,48.01,5.34,1588.03
2013-06-26,1229.000,1236.250,31.43,50.26,5.29,1603.26
2013-06-27,1232.000,1232.750,33.51,53.08,5.23,1613.20
2013-06-28,1203.250,1192.000,31.84,53.26,5.16,1606.28
2013-07-01,1243.500,1242.750,28.84,49.18,5.17,1614.96
2013-07-02,1260.750,1252.500,28.19,50.21,5.15,1614.08
2013-07-03,1246.000,1250.000,27.25,48.83,5.15,1615.41
2013-07-04,1249.500,1251.750,.,.,5.15,.
2013-07-05,1232.750,1212.750,27.15,51.02,5.04,1631.89
2013-07-08,1225.500,1235.250,26.79,53.11,5.11,1640.46
2013-07-09,1252.000,1255.500,25.68,50.21,5.04,1652.32
2013-07-10,1252.250,1256.000,26.24,49.99,4.98,1652.62
2013-07-11,1280.750,1285.000,23.85,46.15,4.90,1675.02
2013-07-12,1275.000,1279.750,24.07,47.42,4.80,1680.19
2013-07-15,1281.250,1284.750,23.53,49.15,4.77,1682.50
2013-07-16,1286.000,1291.500,23.20,47.68,4.72,1676.26
2013-07-17,1284.250,1297.250,23.61,47.16,4.68,1680.91
2013-07-18,1279.750,1283.250,22.52,46.07,4.57,1689.37
2013-07-19,1286.000,1295.750,21.19,44.34,4.56,1692.09
2013-07-22,1313.750,1327.000,21.76,46.13,4.53,1695.53
2013-07-23,1326.750,1333.500,21.66,45.55,4.50,1692.39
2013-07-24,1340.000,1335.000,22.61,47.41,4.55,1685.94
2013-07-25,1312.000,1326.000,21.77,46.74,4.65,1690.25
2013-07-26,1327.750,1331.000,22.22,46.51,4.71,1691.65
2013-07-29,1330.750,1329.750,22.77,47.65,4.69,1685.33
2013-07-30,1322.250,1324.150,23.72,47.85,4.66,1685.96
2013-07-31,1331.500,1314.500,24.99,47.92,4.71,1685.73
2013-08-01,1323.750,1315.000,24.61,47.08,4.63,1706.87
2013-08-02,1285.750,1309.250,24.24,46.36,4.74,1709.67
2013-08-05,1311.000,1304.750,23.49,45.56,4.74,1707.14
2013-08-06,1292.000,1280.500,23.82,48.18,4.76,1697.37
2013-08-07,1275.500,1282.500,23.49,49.17,4.81,1690.91
2013-08-08,1287.750,1298.250,21.71,47.96,4.80,1697.48
2013-08-09,1305.500,1309.000,21.50,46.06,4.80,1691.42
2013-08-12,1325.750,1341.000,21.58,47.24,4.78,1689.47
2013-08-13,1334.000,1328.500,21.37,46.16,4.72,1694.16
2013-08-14,1323.250,1326.500,21.21,47.46,4.69,1685.39
2013-08-15,1339.500,1329.750,22.45,49.52,4.74,1661.32
2013-08-16,1360.750,1369.250,22.97,48.70,4.70,1655.83
2013-08-19,1375.250,1365.000,24.25,48.79,4.71,1646.06
2013-08-20,1365.750,1372.500,23.82,47.55,4.80,1652.35
2013-08-21,1360.000,1363.000,23.28,47.83,4.77,1642.80
2013-08-22,1370.500,1375.500,22.69,47.28,4.73,1656.96
2013-08-23,1374.500,1377.500,22.63,46.59,4.75,1663.50
2013-08-26,.,.,23.67,47.57,4.75,1656.78
2013-08-27,1411.000,1419.250,23.90,49.56,4.82,1630.48
2013-08-28,1425.500,1419.500,25.89,49.59,4.77,1634.96
2013-08-29,1406.250,1407.750,24.36,48.22,4.76,1638.17
2013-08-30,1392.750,1394.750,24.44,47.42,.,1632.97
2013-09-02,1391.250,1392.250,.,.,4.78,.
2013-09-03,1391.250,1399.500,25.20,47.57,4.69,1639.77
2013-09-04,1403.750,1390.000,24.61,45.02,4.64,1653.08
2013-09-05,1391.750,1385.000,25.64,46.95,4.59,1655.08
2013-09-06,1368.250,1387.000,23.59,45.11,4.63,1655.17
2013-09-09,1386.000,1390.000,22.04,45.58,4.66,1671.71
2013-09-10,1373.000,1358.250,22.58,45.94,4.60,1683.99
2013-09-11,1365.250,1363.750,22.63,44.88,4.63,1689.13
2013-09-12,1340.250,1328.000,25.09,46.89,4.61,1683.42
2013-09-13,1308.250,1318.500,24.88,45.53,4.60,1687.99
2013-09-16,1314.750,1324.000,25.12,46.25,4.54,1697.60
2013-09-17,1317.250,1312.250,25.35,47.17,4.59,1704.76
2013-09-18,1299.750,1301.000,23.20,46.95,4.67,1725.52
2013-09-19,1363.500,1365.500,21.75,48.02,4.51,1722.34
2013-09-20,1355.250,1349.250,22.27,50.33,4.54,1709.91
2013-09-23,1321.750,1323.000,22.70,49.28,4.60,1701.84
2013-09-24,1316.500,1314.250,22.84,48.75,4.65,1697.42
2013-09-25,1320.250,1322.750,21.97,47.22,4.70,1692.77
2013-09-26,1332.500,1333.000,21.79,46.30,4.69,1698.67
2013-09-27,1321.500,1341.000,22.57,45.94,4.75,1691.75
2013-09-30,1335.750,1326.500,23.72,46.60,4.83,1681.55
2013-10-01,1332.250,1290.750,25.48,47.88,4.78,1695.00
2013-10-02,1293.750,1306.250,24.04,48.01,4.78,1693.87
2013-10-03,1309.000,1316.000,24.54,47.94,4.75,1678.66
2013-10-04,1316.000,1309.750,24.77,46.77,4.70,1690.50
2013-10-07,1311.000,1323.500,24.81,46.81,4.69,1676.12
2013-10-08,1321.000,1329.500,25.44,48.25,4.68,1655.45
2013-10-09,1309.500,1304.000,25.81,48.38,4.67,1656.40
2013-10-10,1298.000,1298.500,25.36,46.25,4.61,1692.56
2013-10-11,1285.750,1265.500,25.83,45.76,4.62,1703.20
2013-10-14,1276.000,1285.500,26.45,45.53,4.60,1710.14
2013-10-15,1255.500,1270.500,26.07,45.00,4.54,1698.06
2013-10-16,1278.250,1273.500,24.72,42.98,4.55,1721.54
2013-10-17,1308.500,1319.250,22.31,42.70,4.53,1733.15
2013-10-18,1317.000,1316.500,21.43,42.27,4.46,1744.50
2013-10-21,1316.000,1317.500,21.52,40.19,4.41,1744.66
2013-10-22,1311.750,1333.000,20.75,41.60,4.44,1754.67
2013-10-23,1333.000,1331.250,20.52,42.11,4.44,1746.38
2013-10-24,1336.250,1344.750,20.67,43.91,4.40,1752.07
2013-10-25,1341.750,1347.750,19.90,42.91,4.42,1759.77
2013-10-28,1351.000,1361.000,20.32,43.53,4.44,1762.11
2013-10-29,1346.750,1349.250,20.65,42.20,4.45,1771.95
2013-10-30,1349.500,1354.750,20.81,41.31,4.43,1763.31
2013-10-31,1333.750,1324.000,20.57,42.12,4.36,1756.54
2013-11-01,1314.750,1306.750,20.68,42.82,4.31,1761.64
2013-11-04,1314.250,1320.500,20.30,42.26,4.33,1767.93
2013-11-05,1311.250,1307.250,20.19,42.01,4.33,1762.97
2013-11-06,1317.000,1319.000,19.43,40.91,4.35,1770.49
2013-11-07,1316.000,1307.250,20.01,41.88,4.34,1747.15
2013-11-08,1309.000,1285.500,19.37,40.30,4.38,1770.61
2013-11-11,1283.750,1282.500,19.15,42.09,4.38,1771.89
2013-11-12,1281.000,1281.250,21.20,41.64,4.35,1767.69
2013-11-13,1276.000,1272.500,20.46,41.13,4.42,1782.00
2013-11-14,1283.250,1286.000,19.44,40.10,4.41,1790.62
2013-11-15,1281.750,1287.250,18.03,38.98,4.38,1798.18
2013-11-18,1283.500,1283.500,19.52,39.10,4.35,1791.53
2013-11-19,1272.250,1275.750,19.45,38.33,4.31,1787.87
2013-11-20,1271.500,1257.000,23.04,41.60,4.29,1781.37
2013-11-21,1248.500,1240.000,21.30,41.02,4.32,1795.85
2013-11-22,1241.750,1246.250,20.33,39.99,4.30,1804.76
2013-11-25,1231.750,1243.000,20.02,41.63,4.27,1802.48
2013-11-26,1250.750,1247.500,19.68,42.19,4.27,1802.75
2013-11-27,1250.750,1245.000,19.75,41.03,4.24,1807.23
2013-11-28,1241.750,1245.500,.,.,4.24,.
2013-11-29,1245.250,1253.000,19.33,41.40,4.23,1805.81
2013-12-02,1237.500,1229.500,21.43,45.50,4.19,1800.90
2013-12-03,1219.000,1217.250,21.09,47.04,4.22,1795.15
2013-12-04,1213.000,1227.500,20.82,46.89,4.19,1792.81
2013-12-05,1234.000,1222.500,21.78,47.15,4.16,1785.03
2013-12-06,1230.750,1233.000,20.50,45.61,4.13,1805.09
2013-12-09,1228.500,1237.000,20.65,42.99,4.11,1808.37
2013-12-10,1245.750,1266.250,19.63,42.74,4.15,1802.62
2013-12-11,1255.250,1260.750,20.02,43.34,4.11,1782.22
2013-12-12,1243.500,1225.250,22.24,44.34,4.11,1775.50
2013-12-13,1222.750,1232.000,21.87,43.45,4.12,1775.32
2013-12-16,1229.500,1234.750,21.91,43.81,4.09,1786.54
2013-12-17,1237.250,1231.750,21.79,43.41,4.15,1781.00
2013-12-18,1233.250,1230.500,21.39,42.33,4.14,1810.65
2013-12-19,1205.250,1196.000,22.07,40.25,4.07,1809.60
2013-12-20,1195.000,1195.250,21.01,38.80,4.04,1818.32
2013-12-23,1192.750,1199.000,20.76,39.67,4.00,1827.99
2013-12-24,1196.500,.,20.08,37.53,3.96,1833.32
2013-12-25,.,.,.,.,.,.
2013-12-26,.,.,19.84,37.60,3.96,1842.02
2013-12-27,1209.250,1214.500,19.10,37.45,3.96,1841.40
2013-12-30,1201.500,1204.500,20.75,38.12,3.97,1841.07
2013-12-31,1201.500,.,21.65,40.02,4.00,1848.36
2014-01-01,.,.,.,.,.,.
2014-01-02,1219.750,1225.000,20.42,40.62,4.00,1831.98
2014-01-03,1232.250,1234.500,19.19,38.91,3.98,1831.37
2014-01-06,1238.000,1246.250,19.50,37.93,3.96,1826.77
2014-01-07,1237.500,1227.500,19.12,37.08,3.92,1837.88
2014-01-08,1226.500,1221.000,19.43,36.55,3.87,1837.49
2014-01-09,1226.000,1226.000,18.46,36.14,3.88,1838.13
2014-01-10,1232.250,1244.250,17.27,35.10,3.95,1842.37
2014-01-13,1246.000,1248.000,16.67,35.00,3.97,1819.20
2014-01-14,1248.750,1251.500,16.50,35.13,3.92,1838.88
2014-01-15,1238.000,1236.000,16.43,34.81,3.87,1848.38
2014-01-16,1237.250,1241.500,15.39,33.44,3.88,1845.89
2014-01-17,1241.000,1250.000,14.34,33.92,3.88,1838.70
2014-01-20,1254.750,1255.750,.,.,3.88,.
2014-01-21,1247.750,1238.000,15.97,34.37,3.86,1843.80
2014-01-22,1239.500,1241.000,15.62,33.20,3.82,1844.86
2014-01-23,1244.250,1263.000,16.01,34.94,3.92,1828.46
2014-01-24,1259.250,1267.000,17.54,36.98,4.08,1790.29
2014-01-27,1270.000,1260.500,18.38,37.48,4.09,1781.56
2014-01-28,1253.500,1251.250,18.71,37.10,4.08,1792.50
2014-01-29,1254.750,1264.000,17.45,37.89,4.15,1774.20
2014-01-30,1254.000,1242.500,17.97,37.32,4.12,1794.19
2014-01-31,1246.500,1251.000,18.62,36.87,4.21,1782.59
2014-02-03,1246.500,1262.000,19.15,38.36,4.28,1741.89
2014-02-04,1253.000,1250.250,18.51,37.24,4.31,1755.20
2014-02-05,1257.000,1254.500,18.52,37.31,4.28,1751.64
2014-02-06,1258.500,1256.500,17.93,37.06,4.21,1773.43
2014-02-07,1260.000,1259.250,16.59,36.98,4.20,1797.02
2014-02-10,1273.500,1277.000,17.08,39.19,4.16,1799.84
2014-02-11,1282.750,1282.000,16.81,37.43,4.08,1819.75
2014-02-12,1286.500,1289.500,16.23,36.79,4.01,1819.26
2014-02-13,1290.250,1296.000,16.13,36.52,4.07,1829.83
2014-02-14,1308.500,1320.000,16.26,36.67,4.03,1838.63
2014-02-17,1326.000,1327.500,.,.,4.03,.
2014-02-18,1314.000,1320.750,16.28,38.04,4.01,1840.76
2014-02-19,1318.750,1320.500,16.48,38.01,3.95,1828.75
2014-02-20,1313.750,1316.250,16.07,37.58,3.92,1839.78
2014-02-21,1320.750,1323.250,15.73,37.06,3.90,1836.25
2014-02-24,1333.000,1334.750,15.94,36.74,3.85,1847.61
2014-02-25,1332.750,1339.000,15.86,36.30,3.84,1845.12
2014-02-26,1340.000,1331.750,16.46,36.08,3.84,1845.16
2014-02-27,1331.000,1332.250,15.75,35.70,3.83,1854.29
2014-02-28,1327.750,1326.500,16.07,35.37,3.81,1859.45
2014-03-03,1344.250,1349.500,17.05,36.79,3.87,1845.73
2014-03-04,1339.500,1334.750,16.75,35.73,3.79,1873.91
2014-03-05,1333.500,1337.000,16.58,34.94,3.78,1873.81
2014-03-06,1334.250,1345.250,16.31,35.59,3.78,1877.03
2014-03-07,1348.250,1335.250,15.82,35.59,3.79,1878.04
2014-03-10,1334.250,1344.000,15.83,35.51,3.82,1877.17
2014-03-11,1348.000,1346.250,16.14,35.45,3.82,1867.63
2014-03-12,1355.750,1366.000,16.67,35.59,3.87,1868.20
2014-03-13,1371.000,1368.750,17.30,36.43,3.92,1846.34
2014-03-14,1370.000,1385.000,18.32,36.06,3.96,1841.13
2014-03-17,1379.000,1378.500,17.87,35.06,3.90,1858.83
2014-03-18,1362.500,1355.750,17.37,35.15,3.87,1872.25
2014-03-19,1346.000,1338.000,17.59,34.99,3.74,1860.77
2014-03-20,1327.000,1327.000,16.91,34.86,3.79,1872.01
2014-03-21,1338.500,1336.000,16.43,35.67,3.76,1866.52
2014-03-24,1322.000,1310.750,17.53,37.08,3.75,1857.44
2014-03-25,1314.750,1313.500,17.16,36.31,3.73,1865.62
2014-03-26,1314.500,1304.000,17.32,36.29,3.75,1852.56
2014-03-27,1295.000,1296.000,17.60,36.64,3.77,1849.04
2014-03-28,1295.750,1294.750,17.48,35.15,3.73,1857.62
2014-03-31,1294.000,1291.750,17.37,36.35,3.77,1872.34
2014-04-01,1286.50,1283.750,16.65,35.67,3.73,1885.52
2014-04-02,1284.000,1292.000,16.19,35.72,3.66,1890.90
2014-04-03,1287.250,1284.000,16.01,35.15,3.64,1888.77
2014-04-04,1293.500,1297.250,15.81,35.18,3.68,1865.09
2014-04-07,1299.000,1299.000,15.95,36.06,3.72,1845.04
2014-04-08,1314.750,1309.500,15.99,36.17,3.73,1851.96
2014-04-09,1309.750,1301.750,14.83,36.15,3.74,1872.18
2014-04-10,1321.500,1320.500,15.06,36.09,3.77,1833.08
2014-04-11,1317.250,1318.000,15.19,35.70,3.82,1815.69
2014-04-14,1324.500,1325.750,15.34,35.31,3.76,1830.61
2014-04-15,1311.500,1298.000,16.10,35.12,3.75,1842.98
2014-04-16,1299.000,1301.500,15.44,34.83,3.73,1862.31
2014-04-17,1299.250,1299.000,15.96,33.34,3.68,1864.85
2014-04-18,.,.,.,.,.,.
2014-04-21,.,.,16.22,33.06,3.67,1871.89
2014-04-22,1290.750,1286.750,16.19,32.82,3.65,1879.55
2014-04-23,1283.500,1285.250,15.61,31.64,3.68,1875.39
2014-04-24,1283.500,1291.500,15.86,32.34,3.66,1878.61
2014-04-25,1294.250,1301.250,16.07,31.77,3.69,1863.40
2014-04-28,1302.000,1299.000,15.56,32.33,3.68,1869.43
2014-04-29,1289.750,1297.750,15.31,31.87,3.66,1878.33
2014-04-30,1292.000,1288.500,15.52,32.25,3.71,1883.95
2014-05-01,1283.000,1278.500,15.15,31.44,3.75,1883.68
2014-05-02,1285.000,1281.250,14.85,30.94,3.73,1881.14
2014-05-05,.,.,15.51,31.18,3.74,1884.66
2014-05-06,1308.500,1306.250,15.02,30.99,3.72,1867.72
2014-05-07,1311.000,1296.000,15.40,30.89,3.74,1878.21
2014-05-08,1291.250,1287.000,14.87,30.43,3.75,1875.63
2014-05-09,1289.000,1291.250,14.76,29.25,3.74,1878.48
2014-05-12,1292.750,1298.750,14.04,28.26,3.70,1896.65
2014-05-13,1292.750,1296.500,13.61,26.80,3.70,1897.45
2014-05-14,1300.250,1305.250,13.76,26.73,3.73,1888.53
2014-05-15,1303.750,1299.000,14.57,26.51,3.78,1870.85
2014-05-16,1293.750,1291.500,14.04,25.71,3.77,1877.86
2014-05-19,1301.000,1302.000,14.23,24.35,3.76,1885.08
2014-05-20,1291.500,1295.500,14.07,24.64,3.77,1872.83
2014-05-21,1292.000,1287.250,14.36,24.42,3.77,1888.03
2014-05-22,1294.500,1298.500,13.98,23.80,3.78,1892.49
2014-05-23,1292.000,1291.500,14.52,23.25,3.78,1900.53
2014-05-26,.,.,.,.,3.78,.
2014-05-27,1283.000,1275.500,16.21,25.94,3.76,1911.91
2014-05-28,1265.250,1263.500,15.80,27.76,3.80,1909.78
2014-05-29,1254.000,1255.000,15.01,28.07,3.78,1920.03
2014-05-30,1254.000,1250.500,15.34,28.06,3.75,1923.57
2014-06-02,1244.750,1247.250,15.55,27.49,3.61,1924.97
2014-06-03,1244.250,1242.750,15.05,25.57,3.59,1924.24
2014-06-04,1246.000,1245.250,14.79,26.03,3.59,1927.88
2014-06-05,1244.750,1252.500,14.15,26.30,3.59,1940.46
2014-06-06,1254.000,1247.500,13.22,26.65,3.53,1949.44
2014-06-09,1255.000,1253.500,12.77,26.66,3.50,1951.27
2014-06-10,1253.500,1259.500,12.37,26.75,3.46,1950.79
2014-06-11,1262.500,1262.000,12.36,25.95,3.46,1943.89
2014-06-12,1261.750,1265.750,12.91,26.79,3.50,1930.11
2014-06-13,1273.000,1273.000,12.52,25.62,3.47,1936.16
2014-06-16,1281.750,1276.250,12.41,25.98,3.43,1937.78
2014-06-17,1264.500,1267.500,12.53,26.57,3.39,1941.99
2014-06-18,1269.000,1269.750,12.11,26.38,3.41,1956.98
2014-06-19,1282.000,1293.000,14.48,27.84,3.39,1959.48
2014-06-20,1310.000,1312.500,12.79,27.25,3.36,1962.87
2014-06-23,1313.500,1313.500,12.93,27.66,3.35,1962.61
2014-06-24,1323.000,1318.500,12.96,27.74,3.37,1949.98
2014-06-25,1312.000,1316.750,12.92,27.86,3.43,1959.53
2014-06-26,1311.500,1311.750,12.76,27.09,3.47,1957.22
2014-06-27,1315.250,1317.500,12.64,26.56,3.48,1960.96
2014-06-30,1313.000,1315.000,14.01,27.52,3.53,1960.23
2014-07-01,1325.750,1327.500,13.74,26.85,3.50,1973.32
2014-07-02,1326.750,1326.500,13.89,26.36,3.46,1974.62
2014-07-03,1322.500,1317.500,12.99,25.85,3.44,1985.44
2014-07-04,1321.500,1319.250,.,.,3.44,.
2014-07-07,1313.250,1313.000,12.99,27.10,3.44,1977.65
2014-07-08,1318.250,1323.000,12.83,27.57,3.48,1963.71
2014-07-09,1322.500,1322.750,13.05,27.86,3.51,1972.83
2014-07-10,1343.250,1340.250,12.91,27.65,3.62,1964.68
2014-07-11,1336.500,1335.000,13.27,28.08,3.61,1967.57
2014-07-14,1321.250,1306.000,14.23,28.88,3.57,1977.10
2014-07-15,1312.000,1310.000,14.73,28.64,3.60,1973.28
2014-07-16,1297.500,1301.000,14.67,28.65,3.63,1981.57
2014-07-17,1302.750,1302.500,15.52,28.81,3.74,1958.12
2014-07-18,1310.250,1307.250,14.35,28.39,3.78,1978.22
2014-07-21,1312.750,1311.500,14.69,28.14,3.80,1973.63
2014-07-22,1307.000,1310.250,14.62,27.34,3.79,1983.53
2014-07-23,1307.500,1308.000,14.07,28.19,3.77,1987.01
2014-07-24,1300.000,1292.750,14.33,27.91,3.72,1987.98
2014-07-25,1292.500,1294.750,14.68,28.72,3.75,1978.34
2014-07-28,1305.000,1304.500,14.55,28.85,3.74,1978.91
2014-07-29,1307.500,1299.250,15.05,28.68,3.80,1969.95
2014-07-30,1297.500,1294.500,14.85,28.85,3.79,1970.07
2014-07-31,1295.00,1285.25,15.46,29.51,4.04,1930.67
2014-08-01,1284.500,1291.250,14.37,28.91,4.25,1925.15
2014-08-04,1293.500,1290.500,14.17,29.42,4.24,1938.99
2014-08-05,1292.750,1284.750,14.76,30.20,4.17,1920.21
2014-08-06,1288.500,1306.500,14.51,29.72,4.21,1920.24
2014-08-07,1302.000,1305.250,14.82,29.88,4.20,1909.57
2014-08-08,1317.500,1309.750,14.85,29.00,4.20,1931.59
2014-08-11,1308.250,1307.250,14.49,28.67,4.12,1936.92
2014-08-12,1311.000,1315.750,14.35,28.21,4.07,1933.75
2014-08-13,1309.250,1312.000,13.53,26.74,4.03,1946.72
2014-08-14,1315.000,1313.500,12.55,25.32,3.97,1955.18
2014-08-15,1313.600,1296.000,13.33,25.95,3.97,1955.06
2014-08-18,1302.750,1296.750,13.46,24.87,3.89,1971.74
2014-08-19,1300.250,1296.500,13.43,23.61,3.85,1981.60
2014-08-20,1294.500,1295.000,13.51,23.55,3.79,1986.51
2014-08-21,1280.500,1275.250,13.84,24.47,3.81,1992.37
2014-08-22,1281.000,1277.250,13.46,23.78,3.79,1988.40
2014-08-25,.,.,13.55,24.37,3.77,1997.92
2014-08-26,1286.500,1286.000,13.24,24.16,3.78,2000.02
2014-08-27,1285.000,1282.750,12.72,24.22,3.81,2000.12
2014-08-28,1288.000,1292.000,12.90,24.46,3.82,1996.74
2014-08-29,1285.750,1285.750,12.85,24.07,3.80,2003.37
2014-09-01,1287.250,1286.500,.,.,3.84,.
2014-09-02,1277.750,1267.000,14.05,25.36,3.80,2002.28
2014-09-03,1268.500,1265.500,13.44,25.17,3.83,2000.72
2014-09-04,1271.000,1271.500,14.01,26.78,3.85,1997.65
2014-09-05,1264.000,1266.000,13.27,26.17,3.93,2007.71
2014-09-08,1267.250,1259.000,14.47,27.97,3.92,2001.54
2014-09-09,1256.000,1255.750,15.36,28.33,3.93,1988.44
2014-09-10,1254.250,1251.000,15.89,28.24,4.01,1995.69
2014-09-11,1247.000,1241.250,16.42,28.60,4.05,1997.45
2014-09-12,1237.250,1231.500,17.86,28.82,4.03,1985.54
2014-09-15,1234.750,1234.250,16.50,29.34,4.06,1984.13
2014-09-16,1238.750,1232.250,16.58,29.13,4.10,1998.98
2014-09-17,1236.500,1236.000,17.14,28.37,4.05,2001.57
2014-09-18,1223.000,1220.500,15.50,27.83,3.98,2011.36
2014-09-19,1222.500,1219.750,16.90,29.28,3.97,2010.40
2014-09-22,1214.000,1213.500,16.44,31.53,4.02,1994.29
2014-09-23,1225.000,1222.000,16.65,30.60,4.13,1982.77
2014-09-24,1224.000,1217.250,17.21,31.04,4.18,1998.30
2014-09-25,1210.500,1213.750,17.99,32.62,4.33,1965.99
2014-09-26,1222.250,1213.750,17.84,32.97,4.40,1982.85
2014-09-29,1217.750,1219.500,17.17,33.97,4.51,1977.80
2014-09-30,1210.000,1216.500,18.83,33.81,4.40,1972.29
2014-10-01,1208.500,1216.500,18.73,33.31,4.45,1946.16
2014-10-02,1214.500,1211.750,18.20,33.44,4.42,1946.17
2014-10-03,1207.500,1195.000,19.13,33.61,4.29,1967.90
2014-10-06,1193.250,1195.750,17.60,33.79,4.26,1964.82
2014-10-07,1207.500,1210.500,17.56,35.28,4.37,1935.10
2014-10-08,1220.000,1217.000,17.50,36.88,4.48,1968.89
2014-10-09,1227.500,1226.750,17.86,39.88,4.52,1928.21
2014-10-10,1222.250,1219.000,18.11,41.30,4.66,1906.13
2014-10-13,1228.000,1229.000,17.69,44.88,4.66,1874.74
2014-10-14,1233.000,1234.750,17.98,44.14,4.83,1877.70
2014-10-15,1223.500,1237.500,20.04,45.28,5.08,1862.49
2014-10-16,1241.000,1237.750,19.68,45.82,4.98,1862.76
2014-10-17,1238.000,1234.250,18.08,43.60,4.68,1886.76
2014-10-20,1241.000,1244.500,17.27,40.65,4.68,1904.01
2014-10-21,1251.750,1250.250,17.01,38.08,4.50,1941.28
2014-10-22,1246.750,1243.750,16.58,38.26,4.44,1927.11
2014-10-23,1240.500,1232.750,16.91,39.04,4.38,1950.82
2014-10-24,1231.750,1232.750,16.24,38.51,4.38,1964.58
2014-10-27,1230.500,1228.750,16.49,38.79,4.41,1961.63
2014-10-28,1228.250,1229.250,16.30,39.09,4.39,1985.05
2014-10-29,1228.000,1223.500,16.75,38.74,4.32,1982.30
2014-10-30,1205.750,1202.000,18.08,42.29,4.35,1994.65
2014-10-31,1173.250,1164.250,21.54,47.19,4.30,2018.05
2014-11-03,1170.750,1167.750,21.10,47.88,4.29,2017.81
2014-11-04,1169.250,1166.500,20.10,48.53,4.35,2012.10
2014-11-05,1145.250,1142.000,23.38,49.31,4.32,2023.57
2014-11-06,1144.500,1145.000,23.18,51.71,4.30,2031.21
2014-11-07,1145.000,1154.500,21.38,49.47,4.36,2031.92
2014-11-10,1172.000,1162.000,22.23,51.23,4.32,2038.26
2014-11-11,1151.250,1156.500,21.43,49.08,4.32,2039.68
2014-11-12,1163.250,1164.500,21.29,48.82,4.33,2038.25
2014-11-13,1161.000,1161.750,20.98,48.03,4.37,2039.33
2014-11-14,1154.000,1169.000,23.36,50.80,4.43,2039.82
